product_name,brands,pnns_groups_1,pnns_groups_2,energy-kcal_100g,sugars_100g,fat_100g,saturated-fat_100g,salt_100g,fiber_100g,proteins_100g,nutriscore_grade,nova_group,environmental_score_grade,unique_scans_n
Brasse nature16x125,"Auchan, Auchan Production, Groupe Auchan, L'oiseau",Milk and dairy products,Milk and yogurt,69.0,4.4,3.4,2.3,0.1,0.5,3.9,b,4,a-plus,2.0
Brassenature4x125,Auchan,Milk and dairy products,Milk and yogurt,69.0,4.4,3.4,2.3,0.1,0.5,3.9,b,4,b,1.0
BRASSENATURE8x125g,Auchan,Milk and dairy products,Milk and yogurt,69.0,4.4,3.4,2.3,0.1,0.5,3.9,b,4,a,4.0
Les mixés6 saveurs : Mangue Fraise Pêche - Fruits rouges Nectarine Framboise,"Auchan, Auchan Production, Groupe Auchan, L'oiseau",Milk and dairy products,Milk and yogurt,88.0,11.0,3.1,2.0,0.12,0.5,3.4,c,4,a-plus,4.0
Brassé Nature0% MATIERE GRASSE,Auchan,Milk and dairy products,Milk and yogurt,38.0,4.6,0.1,0.1,0.15,0.0,4.6,a,4,b,4.0
Epinards en branches,Auchan,Fruits and vegetables,Vegetables,31.0,0.5,0.5,0.1,0.43,2.9,3.6,a,3,not-applicable,6.0
Epinards en branches,Auchan,Fruits and vegetables,Vegetables,31.0,0.5,0.5,0.1,0.43,2.9,3.6,a,3,not-applicable,2.0
Petits pois carottes à l'étuvée extra-fins,Auchan,Fruits and vegetables,Vegetables,55.0,3.1,0.5,0.1,0.6,3.5,2.7,a,4,a,1.0
20 mini croques monsieur jambon emmental,Auchan,Composite foods,Sandwiches,192.0,4.8,7.3,4.5,1.1,2.0,10.0,d,4,d,1.0
Flageolets verts extra-fins,Auchan,Fruits and vegetables,Vegetables,85.0,0.5,0.7,0.1,0.68,6.5,5.5,a,3,not-applicable,4.0
Cola cherry - Goût cerise,Auchan,Beverages,Sweetened beverages,30.0,7.4,0.5,0.1,0.01,0.5,0.5,d,4,not-applicable,1.0
Petits pois extra-fins,Auchan,Fruits and vegetables,Vegetables,56.0,3.0,0.6,0.6,0.01,4.3,5.0,a,1,a-plus,3.0
Potatoes Burger,Auchan,Composite foods,Sandwiches,203.0,1.9,11.0,4.0,1.3,1.9,6.0,d,4,unknown,1.0
Cocktail citron vert kiwi,"Auchan, Virgin Elixir, Virgin Spirit",Beverages,Sweetened beverages,46.0,10.0,0.5,0.1,0.01,0.5,0.5,e,4,unknown,1.0
Cocktail Passion sans alcool,"Auchan, Virgin Elixir, Virgin Spirit",Beverages,Sweetened beverages,46.0,11.0,0.5,0.1,0.01,0.5,0.5,e,4,unknown,2.0
Cocktail sans alcool pêche,"Auchan, Virgin Elixir, Virgin Spirit",Beverages,Sweetened beverages,38.0,8.8,0.5,0.1,0.01,0.5,0.5,unknown,4,a,1.0
Cocktail Planteur sans alcool,"Auchan, Virgin Elixir, Virgin Spirit",Beverages,Sweetened beverages,46.0,9.9,0.5,0.1,0.01,0.5,0.5,e,4,unknown,2.0
Auchan craquantes saveur crème oignon,Auchan,Salty snacks,Appetizers,526.0,1.9,32.0,2.7,1.2,5.2,7.0,d,4,a-plus,4.0
Chips nature,Auchan,Salty snacks,Appetizers,517.0,0.6,34.0,2.9,0.92,4.3,5.7,c,3,a-plus,7.0
Chips Nature,Auchan,Salty snacks,Appetizers,517.0,0.6,34.0,2.9,0.92,4.3,5.7,c,3,a-plus,4.0
Chips nature,Auchan,Salty snacks,Appetizers,517.0,0.6,34.0,2.9,0.92,4.3,5.7,c,3,a-plus,1.0
Œufs Pralinés Lait aux éclats de noisettes caramélisées,"Auchan, Vendome",Sugary snacks,Sweets,548.0,56.0,33.0,17.0,0.16,2.3,5.7,e,4,unknown,1.0
Œufs Pralinés Lait aux éclats de noisettes caramélisées,Vendôme,Sugary snacks,Sweets,548.0,56.0,33.0,17.0,0.16,2.3,5.7,e,4,unknown,1.0
Œufs Pralinés Lait aux éclats de noisettes caramélisées,"Auchan, Vendôme",Sugary snacks,Sweets,548.0,56.0,33.0,17.0,0.16,2.3,5.7,e,4,unknown,1.0
Œufs Pralinés Blanc aux éclats de crêpes croustillantes,Vendôme,Sugary snacks,Sweets,542.0,59.0,31.0,16.0,0.18,1.7,5.0,e,4,unknown,1.0
Chocolat extra-fin fabriqué en France,"Auchan, Vendome",Sugary snacks,Chocolate products,544.0,56.0,32.0,20.0,0.15,2.0,6.0,e,4,unknown,2.0
Chocolat extra-fin fabriqué en France,"Auchan, Vendome",unknown,unknown,544.0,56.0,32.0,20.0,0.15,2.0,6.0,unknown,4,unknown,1.0
Chocolat fabriqué en France,Vendôme,Sugary snacks,Chocolate products,544.0,56.0,32.0,20.0,0.15,2.0,6.0,e,4,e,2.0
Œufs à cacher - Chocolat au lait extra fin,"Auchan, Vendome",Sugary snacks,Chocolate products,544.0,56.0,32.0,20.0,0.15,2.0,6.0,e,4,e,1.0
Assortiment 6 décors,Auchan,Sugary snacks,Sweets,409.0,86.0,3.7,2.5,0.07,0.9,1.3,e,4,unknown,1.0
Vermicelles multicolores,Auchan,Sugary snacks,Sweets,417.0,94.0,3.7,2.0,0.01,0.5,0.5,e,4,d,2.0
Le yaourt de brebis sur lit de Châtaignes,"Auchan, Auchan Bio",Milk and dairy products,Milk and yogurt,126.0,11.0,6.0,4.2,0.1,1.0,4.6,c,3,a,3.0
Yaourt de Brebis sur lit de Myrtille,"Auchan, Auchan Bio",Milk and dairy products,Milk and yogurt,119.0,12.0,5.0,3.6,0.1,0.9,4.3,c,4,a-plus,3.0
RECETTE DES INDESsamossas bœufsauce aigre douce+ 1 GRATUIT5 samossas + 1 sachet de sauce,"Auchan, Recette des Indes",Salty snacks,Appetizers,224.0,8.1,11.0,1.5,1.2,1.7,8.8,c,4,f,1.0
Recette d'indesamossas legumessauces aigre douce4+1 offert,Auchan,Salty snacks,Appetizers,202.0,6.9,10.0,1.0,1.1,1.7,6.0,c,4,f,2.0
Recette d'indesamossa pouletsauces aigre douce4 +1 offert,Auchan,Salty snacks,Appetizers,234.0,8.5,13.0,1.4,1.2,2.2,8.2,c,4,f,1.0
Confiture extra myrtille bio,coeur de nature,Sugary snacks,Sweets,248.0,57.1,0.7,0.0,0.05,0.0,0.5,d,4,a-plus,1.0
Confiture Extra Fraise Bio,Cœur de Nature,Sugary snacks,Sweets,249.0,58.4,0.2,0.0,0.1,1.9,0.9,d,4,a,1.0
Vinaigre de vin rouge 6% d'acidité,"Auchan, Pouce",Fat and sauces,Dressings and sauces,5.0,0.5,0.5,0.1,0.02,0.5,0.5,not-applicable,2,b,1.0
Pain d'épices fondant au miel,Auchan,Sugary snacks,Biscuits and cakes,310.0,42.0,0.9,0.1,0.7,3.8,3.2,d,4,a,9.0
Recette de ChineBouchées vapeursauce aigre douce et sauce sojax12 - 4 hacao poulet - 4 hacao crevettes - 4 xiu mai porc - sauce aigre douce et sauce soja,Auchan,Cereals and potatoes,Cereals,156.0,5.1,4.3,1.2,1.2,2.0,5.4,c,4,unknown,2.0
Coeur de palmiers en morceaux,auchan,unknown,unknown,22.0,0.8,0.0,0.0,0.7,0.0,1.7,c,3,a,1.0
Fonds d'artichauts - 4/6,"Auchan, Pouce",Fruits and vegetables,Vegetables,25.0,0.8,0.5,0.1,0.73,2.6,1.2,a,3,a,1.0
Coeurs d'artichauts - 4/7,"Pouce,Auchan",Fruits and vegetables,Vegetables,26.0,1.2,0.5,0.1,0.78,3.2,1.8,a,3,a,1.0
Les gourmands - Cookies cœur fondant chocolat noisette,"Auchan, Mmm!",Sugary snacks,Biscuits and cakes,509.0,40.0,27.0,12.0,0.62,3.4,5.7,e,4,d,3.0
Pomme16x,Auchan,Fat and sauces,Dressings and sauces,77.0,17.0,0.5,0.1,0.01,1.6,0.5,a,3,a,8.0
Pur jus de pomme,Mmm !,Beverages,Fruit juices,47.0,11.0,0.0,0.0,0.01,0.0,0.1,c,1,a,4.0
"Flammekueche, fromage blanc, lardons fumés, oignons","Auchan, Mmm!, Terroir",Composite foods,Pizza pies and quiches,236.0,3.3,12.0,4.9,1.5,2.0,7.0,d,4,c,1.0
Fèves,Auchan,Cereals and potatoes,Cereals,314.0,4.5,2.0,0.5,0.01,22.0,23.0,a,1,a,1.0
Sauce Caesar,Auchan,Fat and sauces,Dressings and sauces,479.0,4.0,50.0,5.0,1.8,0.5,2.0,d,4,d,14.0
"Boisson aux jus de fruits Multifruits - Goût multifruits , à l'eau de source",Auchan,Beverages,Sweetened beverages,28.0,6.4,0.5,0.1,0.01,0.5,0.5,d,4,unknown,2.0
MOJITO boisson aux jus de fruits SANS ALCOOL,Auchan,Beverages,Sweetened beverages,45.0,11.0,0.5,0.1,0.01,0.5,0.5,e,4,e,1.0
INSTANT GOURMAND PINA COLADAJUS D'ANANAS et LAIT DE COCOSANS ALCOOL,Auchan,Beverages,Sweetened beverages,65.0,11.0,2.4,0.1,0.09,0.5,0.5,e,4,e,3.0
Cola Classic,Auchan,Beverages,Sweetened beverages,32.0,7.9,0.5,0.1,0.01,0.5,0.5,d,4,not-applicable,1.0
Pois Chiches,Auchan,Fruits and vegetables,Vegetables,118.0,0.5,2.2,0.4,0.45,6.0,6.5,a,3,b,11.0
"Mini bâtonnets lait amandes, blanc, noir, lait","Auchan,Pouce",Milk and dairy products,Ice cream,334.0,25.0,21.0,14.0,0.16,2.2,3.2,e,4,a,1.0
Citron-framboise,Auchan,Milk and dairy products,Ice cream,216.0,27.0,6.3,5.1,0.1,1.2,2.1,d,4,b,3.0
Rhum raisin,Auchan,Milk and dairy products,Ice cream,254.0,25.0,10.0,8.8,0.17,1.0,2.6,d,4,a,2.0
Eau de source exotique - avec jus de fruits à base de concentrés,Auchan,Beverages,Sweetened beverages,26.0,6.0,0.5,0.1,0.03,0.5,0.5,c,4,not-applicable,3.0
AUCHAN - Eau de source fraise - avec jus de fruits à base de concentrés,Auchan,Beverages,Sweetened beverages,22.0,4.9,0.5,0.1,0.03,0.5,0.5,c,4,d,1.0
Crème Dessert Saveur Pistache,Auchan,Milk and dairy products,Dairy desserts,95.0,13.0,2.7,1.8,0.16,0.1,2.7,c,4,unknown,5.0
8 pains au chocolat,Auchan,Sugary snacks,Pastries,403.0,12.0,20.0,11.0,0.86,3.0,7.5,e,4,d,6.0
Munster,"Auchan, Terroir",Milk and dairy products,Cheese,327.0,1.0,27.0,19.0,1.8,0.0,20.0,d,3,b,3.0
Bioparmigiano reggiano,"Auchan, Auchan Bio",Milk and dairy products,Cheese,402.0,0.0,30.0,20.0,1.6,0.0,32.0,d,3,c,1.0
Mozzarella Di Bufala Campana A.O.P Billes,"Auchan, Mmm!, Tavola in Italia",Milk and dairy products,Cheese,285.0,1.0,25.0,16.0,0.6,0.0,14.0,c,3,b,1.0
Raclette 3 poivres,Auchan,Milk and dairy products,Cheese,360.0,1.0,28.0,18.0,1.5,0.5,26.0,d,4,b,3.0
12 p'tits carréscrémeux,Auchan,Salty snacks,Salty and fatty products,318.0,2.6,30.0,21.0,1.4,0.0,9.0,d,4,b,15.0
24 p'tits carréscrémeux,Auchan,Salty snacks,Salty and fatty products,318.0,2.6,30.0,21.0,1.4,0.0,9.0,d,4,c,4.0
Emmental portion,Auchan,Milk and dairy products,Cheese,373.0,0.0,29.0,20.0,0.7,0.0,28.0,c,3,b,8.0
Emmental portion,Auchan,Milk and dairy products,Cheese,373.0,0.0,29.0,20.0,0.7,0.0,28.0,c,3,c,5.0
Fromage Bleu,"POUCE, POUCEAUCHAN",Milk and dairy products,Cheese,338.0,0.5,28.0,20.0,2.4,0.0,20.0,d,3,c,1.0
Gorgonzola,"Auchan, Tavola in Italia",Milk and dairy products,Cheese,315.0,0.0,27.0,19.0,1.6,0.0,18.0,d,3,c,1.0
Riz poulet à l'indienne 300g,Auchan,Composite foods,One-dish meals,109.0,2.8,3.4,1.9,0.61,1.4,5.9,c,4,e,1.0
Moussaka,Auchan,Composite foods,One-dish meals,124.0,3.4,7.4,2.9,0.75,1.6,6.0,c,3,f,1.0
Poulet Curry et Riz,Auchan,Composite foods,One-dish meals,148.0,1.8,4.8,2.2,0.72,0.8,8.7,c,4,e,2.0
Emincés de Poulet Rôtis,Auchan,Fish Meat Eggs,Meat,171.0,1.1,8.3,2.0,1.4,0.5,23.0,b,4,d,4.0
Jambon sec,"Auchan, Pouce",Fish Meat Eggs,Processed meat,269.0,0.4,17.0,6.8,6.0,0.5,28.0,e,3,f,2.0
Bacon Fumé - ESSENTIEL,"Pouce,Auchan",Fish Meat Eggs,Meat,113.0,0.5,3.0,1.2,3.0,0.0,21.0,d,4,unknown,7.0
Chorizo fort,"Auchan, Pouce",Fish Meat Eggs,Processed meat,494.0,3.3,45.0,18.0,5.1,0.5,19.0,e,4,e,1.0
"Véritable andouille de Guéméné, fumée au bois de hêtre et fabriquée à la main","Auchan, Auchan Gourmet, Terroir",Fish Meat Eggs,Processed meat,237.0,0.5,19.0,10.0,2.0,0.5,16.0,e,4,f,2.0
Jambon de bayonne,"Auchan, Terroir",Fish Meat Eggs,Processed meat,252.0,0.5,13.0,4.9,4.8,0.6,32.0,e,3,e,2.0
Jambon de bayonne,"Auchan, À Table au Pays Basque",Fish Meat Eggs,Processed meat,252.0,0.5,13.0,4.9,4.8,0.6,32.0,e,3,e,1.0
Jambon cru fumé de la forêt noire,"AUCHAN, Auchan Gourmet, MMM!",Fish Meat Eggs,Processed meat,249.0,1.0,17.0,6.8,6.0,0.0,23.0,e,3,e,3.0
Saucisse de Lyon fine,"Auchan, Terroir",Fish Meat Eggs,Processed meat,293.0,0.8,26.0,9.6,2.1,0.5,12.0,e,4,unknown,1.0
Roulades Alsaciennes au jambon,"Auchan, Mmm!, Terroir",Fish Meat Eggs,Processed meat,179.0,0.7,12.0,4.7,2.4,0.5,15.0,d,4,unknown,2.0
Roulades Alsaciennes aux olives,"Auchan, Mmm!, Terroir",Fish Meat Eggs,Processed meat,200.0,0.8,15.0,5.1,2.7,0.5,14.0,e,4,unknown,1.0
"Plateau dégustation : chorizo, jambon Serrano, lomo(Fabriqué en Espagne)",Auchan,unknown,unknown,230.0,0.5,10.0,4.1,4.5,1.0,35.0,unknown,4,unknown,1.0
Noix de jambon,Auchan,Fish Meat Eggs,Processed meat,215.0,0.6,7.0,2.4,6.5,0.5,37.0,e,4,unknown,2.0
Calzone jambon - fromage,Auchan,Composite foods,Pizza pies and quiches,216.0,3.2,6.8,4.0,1.3,2.9,11.0,d,4,unknown,1.0
Foie gras de canard entier,Auchan,Salty snacks,Salty and fatty products,554.0,1.2,57.0,25.0,1.2,0.5,7.2,e,3,d,1.0
Choco Twizz chocolat au lait,Auchan,Sugary snacks,Biscuits and cakes,489.0,34.0,21.0,12.0,0.46,3.2,8.3,e,4,c,5.0
Pause thé,Auchan,Sugary snacks,Biscuits and cakes,454.0,23.0,13.0,5.8,0.58,3.3,8.7,d,4,b,6.0
Biscottes à la farine complète,Auchan,Cereals and potatoes,Bread,387.0,3.5,6.0,0.6,1.1,10.0,13.0,a,4,a-plus,1.0
Pain grillé au blé complet,Auchan,Cereals and potatoes,Bread,388.0,4.4,4.3,0.5,1.6,6.8,11.0,c,3,a-plus,30.0
Gressins sésame pavot,Auchan,Cereals and potatoes,Bread,478.0,2.8,22.0,3.7,1.4,6.0,15.0,d,3,b,4.0
Pop Corn Caramel,Auchan,Salty snacks,Appetizers,398.0,66.0,5.3,0.6,0.22,2.4,2.4,e,4,b,2.0
"Gaufrettes fourrées à la noix et fromage, aromatisées",Auchan,Salty snacks,Appetizers,605.0,9.4,46.0,32.0,1.4,1.7,8.1,e,4,c,1.0
Palmiers tomate,Auchan,Salty snacks,Appetizers,547.0,1.1,32.0,19.0,2.9,3.4,9.2,e,4,a,1.0
Palmiers pur beurre olives noires,Auchan,Salty snacks,Appetizers,502.0,1.6,26.0,17.0,3.2,3.0,10.0,e,4,b,1.0
Crêpes fourrées au cheddar,"Auchan, Auchan Gourmet",Salty snacks,Appetizers,570.0,14.0,39.0,16.0,2.0,1.4,9.1,e,4,b,3.0
Crêpes fourrées au Comté,"Auchan, Auchan Gourmet, Mmm!",Salty snacks,Appetizers,583.0,11.0,42.0,17.0,2.0,1.1,11.0,e,4,b,3.0
Soufflés cacahuète 100g,"Auchan, Pouce",Salty snacks,Appetizers,455.0,2.6,17.0,2.4,1.7,6.6,11.0,d,3,b,4.0
Pop corn salé,"Auchan, Pouce",Salty snacks,Salty and fatty products,551.0,0.6,38.6,3.2,1.9,11.4,8.0,d,3,b,1.0
Barres de céréalesChocolat au lait et noisettes,Auchan,Sugary snacks,Biscuits and cakes,451.0,31.0,17.0,7.6,0.49,2.3,6.3,e,4,d,8.0
Auchan cereales coeur chocolat au lait,Auchan,Cereals and potatoes,Breakfast cereals,425.0,28.0,12.0,2.8,0.6,6.3,6.0,d,4,d,8.0
Boules de maïs au miel,"Pouce, PouceAuchan",unknown,unknown,402.0,33.0,3.6,0.4,0.92,1.3,4.9,d,4,unknown,4.0
Muesli Croustillant aux fruits secs,"Auchan, Pouce",Sugary snacks,Biscuits and cakes,447.0,20.0,15.0,7.2,0.53,6.1,8.5,d,4,b,3.0
Pain Céréales sans gluten Mieux Vivre Sans Gluten 2x200 g,"Auchan, Santé",Cereals and potatoes,Bread,239.0,3.7,6.1,0.7,1.1,5.5,2.6,c,4,b,1.0
Brownies chocolat,"Auchan, Mieux vivre sans Gluten, Santé",Sugary snacks,Biscuits and cakes,447.0,33.0,24.0,5.6,0.24,2.8,4.9,e,4,d,6.0
Mini flûtes beurre fromage,"Auchan, Auchan Bio",Cereals and potatoes,Cereals,503.0,3.2,26.0,16.0,1.7,2.7,13.0,e,3,a-plus,2.0
Jumblies,Auchan Bio,Cereals and potatoes,Breakfast cereals,430.0,29.0,15.0,2.7,0.36,5.8,9.1,d,4,c,1.0
Soupe de poissons et langoustineslégèrement crémée,"Auchan, MMM!",Composite foods,One-dish meals,48.0,0.7,2.2,1.3,0.9,0.7,5.0,c,4,f,1.0
Cocktail de fruits - orange ananas citron vert - 100% pur jus - naturellement riche en vitamine C,Auchan,Beverages,Fruit juices,45.0,10.0,0.5,0.1,0.01,0.6,0.6,c,1,e,3.0
Crème entière semi-épaisse30% mat. gr.,Auchan,Milk and dairy products,Milk and yogurt,298.0,3.2,30.0,19.0,0.12,0.5,2.4,d,4,c,2.0
Rillettes de sardines,"Auchan, Auchan Gourmet, Terroir",Salty snacks,Salty and fatty products,181.0,1.3,13.0,4.9,1.0,0.5,14.0,c,4,d,1.0
"Coquillettes, Spaghetti : Pâtes alimentaires de qualité supérieure","Auchan, Pouce",Cereals and potatoes,Cereals,369.0,3.7,1.9,0.4,0.01,3.6,13.0,a,1,unknown,1.0
"Coquillettes, Spaghetti : Pâtes alimentaires de qualité supérieure","Auchan, Pouce",Cereals and potatoes,Cereals,369.0,3.7,1.9,0.4,0.01,3.6,13.0,a,1,unknown,6.0
Fusilli,Auchan,Cereals and potatoes,Cereals,361.0,3.7,2.0,0.4,0.01,3.6,12.0,a,1,b,1.0
Chiffonnade de jambon cuit,Auchan,Fish Meat Eggs,Processed meat,129.0,0.5,4.1,1.7,1.4,0.5,23.0,c,4,e,2.0
Chiffonnade de jambon cuit aux herbes,Auchan,Fish Meat Eggs,Processed meat,187.0,0.5,12.0,4.5,3.4,0.5,17.0,e,4,f,1.0
Chiffonnade de rosette,Auchan,Fish Meat Eggs,Processed meat,377.0,0.9,31.0,12.0,0.0,0.5,23.0,d,4,e,2.0
Auchan Chiffonnade Chori 80g,Auchan,Fish Meat Eggs,Processed meat,340.0,1.0,27.0,11.0,4.0,0.5,22.0,e,4,e,2.0
Chiffonnade de mortadelle,Auchan,Fish Meat Eggs,Processed meat,272.0,0.5,24.0,9.0,2.0,0.5,14.0,e,4,e,1.0
Jambon Cuit Au Torchon,Le Charcutier Auchan,Fish Meat Eggs,Processed meat,117.0,0.60000002384186,3.0,1.1000000238419,1.5,1.0,21.0,b,4,f,3.0
Sucre roux Pure canne Morceaux,"Auchan, Pouce",Sugary snacks,Sweets,400.0,100.0,0.0,0.0,0.0,0.0,0.0,e,2,c,4.0
Infusion Menthe Thym BIO - 30g AUCHAN issu de l'agriculture biologique,"Auchan, Auchan Bio",Beverages,Unsweetened beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,1,unknown,1.0
Crème LégèreLégère 12% matière grasseFluide,Auchan,Milk and dairy products,Milk and yogurt,141.0,4.3,12.0,7.7,0.1,0.0,2.9,d,4,b,2.0
Cassoulet Toulousain cuisiné à la graisse d'oie,Auchan,Composite foods,One-dish meals,133.0,0.7,6.8,2.4,0.67,3.7,8.2,c,4,a,2.0
Cassoulet Toulousain cuisiné à la graisse d'oie,"Auchan, Auchan Production, Groupe Auchan, L'oiseau",Composite foods,One-dish meals,133.0,0.7,6.8,2.4,0.67,3.7,8.2,c,4,a,5.0
Cassoulet au manchon de canard confit,"Auchan, Terroir",Composite foods,One-dish meals,149.0,0.5,8.2,3.0,0.6,4.0,11.0,b,3,b,2.0
Cassoulet aux manchons de canard confits,"Auchan, Terroir",Composite foods,One-dish meals,149.0,0.5,8.2,3.0,0.6,4.0,11.0,b,3,b,3.0
Pistaches grillées non salées,Auchan,Salty snacks,Nuts,614.0,6.5,49.5,6.5,0.01,11.0,24.5,a,1,e,1.0
"10 Knacks - Saucisses de Strasbourg ""pur porc""",Auchan,Fish Meat Eggs,Processed meat,282.0,2.2,25.0,8.9,1.9,0.5,12.0,e,4,e,2.0
Lardons nature,"Auchan, Pouce",Fish Meat Eggs,Processed meat,253.0,1.2,21.0,7.9,2.5,0.1,14.0,e,4,e,4.0
Lardons Fumés,"Auchan, Pouce",Fish Meat Eggs,Processed meat,253.0,1.2,21.0,7.9,2.5,0.5,14.0,e,4,e,1.0
Parmigiano Reggiano,"Auchan, Tavola in Italia",Milk and dairy products,Cheese,402.0,0.0,30.0,20.0,1.6,0.0,32.0,d,3,c,4.0
Grana padano,"Auchan, Mmm!, Tavola in Italia",Milk and dairy products,Cheese,398.0,0.0,29.0,18.0,1.5,0.0,33.0,d,3,d,1.0
Cupcakes Goût Vanille,Auchan,Sugary snacks,Biscuits and cakes,476.0,37.0,25.0,11.0,0.63,1.6,4.9,e,4,unknown,1.0
Coq au vin,Auchan,Composite foods,One-dish meals,87.0,0.8,5.0,1.6,0.99,1.0,6.4,c,4,f,1.0
P'tit dej pépites de chocolat et noisettes,"Auchan,Auchan Bio",Sugary snacks,Biscuits and cakes,477.0,28.0,21.0,4.0,0.3,5.0,7.4,d,4,a,12.0
Amande Bio,"Auchan, Auchan Bio",Beverages,Fruit juices,62.0,4.4,3.8,0.3,0.09,0.5,1.7,c,4,a,20.0
Grandi tondi finferli trifolati e Grana Padano,"Auchan, Mmm, Tavola in Italia",Composite foods,One-dish meals,282.0,3.7,14.0,9.5,1.2,1.9,9.3,d,4,unknown,1.0
Saint-Nectaire Laitier,"Auchan, Terroir",Milk and dairy products,Cheese,340.0,0.0,28.0,20.0,1.7,0.0,22.0,d,3,c,4.0
Mélange Paëlla,Auchan,unknown,unknown,313.0,9.5,2.9,0.6,2.7,20.0,12.0,unknown,4,unknown,1.0
Mélange Tandoori,Auchan,unknown,unknown,319.0,2.8,13.0,1.2,7.38,31.0,11.0,not-applicable,4,e,1.0
Croûtons nature,Auchan,Cereals and potatoes,Bread,395.0,4.2,12.0,1.3,2.2,2.9,8.6,d,4,d,1.0
Grains de blé nature 10 min,Auchan,Cereals and potatoes,Cereals,348.0,0.9,2.0,0.4,0.01,8.3,15.0,a,1,a,6.0
"Mélange de riz complet, riz rouge et quinoa",Auchan,Cereals and potatoes,Cereals,366.0,2.0,3.4,0.2,0.08,4.3,11.0,a,3,e,9.0
"Epeautre, légumes secs, soja",Auchan,Cereals and potatoes,Legumes,362.0,1.4,4.7,0.9,0.01,11.0,20.0,a,1,a,1.0
"Les mélanges blé, lentilles et quinoa rouge",Auchan,Cereals and potatoes,Cereals,351.0,2.1,2.4,0.6,0.01,8.3,16.0,a,3,d,5.0
Fécule de Maïs,Auchan,Cereals and potatoes,Cereals,358.0,0.5,0.5,0.1,0.05,0.5,0.5,c,2,a,6.0
Jus de citron,"Auchan, Pouce",Beverages,Fruit juices,27.0,2.0,0.0,0.0,0.01,0.5,0.4,b,3,e,2.0
Bouillon saveur volaille,Auchan,unknown,unknown,5.0,0.5,0.5,0.1,0.94,0.5,0.5,unknown,4,unknown,1.0
Bouillon saveur boeuf,Auchan,unknown,unknown,92.0,5.5,4.8,0.8,20.1,1.2,3.5,e,4,unknown,1.0
Les griottes enrobées de chocolat noir.,"Auchan, Vendome",Sugary snacks,Sweets,443.0,55.0,18.0,11.0,0.01,3.5,2.7,e,4,d,1.0
Vinaigre d'alcool blanc 9% d'acidité,Auchan,Fat and sauces,Dressings and sauces,26.0,0.0,0.0,0.0,0.0,0.0,0.2,not-applicable,2,a,1.0
Raclette fumée,Auchan,Milk and dairy products,Cheese,360.0,1.0,28.0,18.0,1.5,0.0,26.0,d,4,b,1.0
Marmelade d'oranges Allégée en Sucres,Auchan,Sugary snacks,Sweets,172.0,41.2,0.1,0.1,0.03,0.6,0.4,d,4,a,1.0
Croustillants saveur Bacon,Auchan,Salty snacks,Appetizers,467.0,4.0,18.0,1.4,1.3,2.3,6.0,d,4,b,1.0
P'tits Saucissons secs aux noix,Auchan,Fish Meat Eggs,Processed meat,489.0,2.3,39.0,13.0,4.5,1.7,30.0,e,4,d,1.0
Paëlla,"Auchan, Pouce",Composite foods,One-dish meals,115.0,0.8,3.1,0.4,0.95,1.5,5.4,c,4,e,1.0
Riz thaï,"Auchan, Auchan Bio",Cereals and potatoes,Cereals,350.0,0.5,0.6,0.1,0.01,1.4,7.4,b,1,d,6.0
Riz long grain,"Auchan, Auchan Bio",Cereals and potatoes,Cereals,355.0,0.5,0.8,0.2,0.02,1.5,7.3,b,1,d,1.0
"Boulgour, quinoa blond, quinoa rouge nature",Auchan,Cereals and potatoes,Cereals,354.0,6.2,3.9,0.4,0.03,9.7,13.0,a,3,d,10.0
Sauce spéciale pizza,Auchan,Fat and sauces,Dressings and sauces,59.0,6.4,1.8,0.25,0.6,2.1,1.6,a,3,a-plus,11.0
Coulis de tomates,Auchan,Fat and sauces,Dressings and sauces,41.0,5.7,0.5,0.1,0.41,2.1,2.0,a,3,a-plus,1.0
Huile de Colza et de NoixNaturellement riche en oméga 3 *,Auchan,Fat and sauces,Fats,900.0,0.0,100.0,6.6,0.0,0.0,0.0,b,2,a,7.0
BIOEmmental français râpé,"Auchan, Auchan Bio",Milk and dairy products,Cheese,363.0,0.5,29.0,20.0,0.8,0.0,25.0,c,3,c,6.0
Cornichons Malossol,Auchan,Salty snacks,Salty and fatty products,39.0,5.7,0.5,0.4,1.8,2.0,1.4,c,4,unknown,6.0
Auchan cereales coeur lait 400g,"Auchan,Jumblies",Cereals and potatoes,Breakfast cereals,438.0,25.0,13.0,1.6,0.65,5.7,7.4,d,4,d,9.0
Pain de mieThon œufMayonnaise X2,Auchan,Composite foods,Sandwiches,185.0,3.1,5.9,0.5,1.2,2.8,8.9,c,4,c,1.0
Pain de mie completPoulet rôtiMayonnaise,Auchan,Composite foods,Sandwiches,258.0,2.5,13.0,1.3,1.1,2.4,10.0,c,4,c,2.0
Pain suédois jambon cheddar,Auchan,Composite foods,Sandwiches,235.0,5.1,7.8,3.0,1.6,1.7,12.0,d,4,d,1.0
Choco Twizz chocolat noir,Auchan,Sugary snacks,Biscuits and cakes,483.0,30.0,21.0,12.0,0.43,5.0,7.9,e,4,d,1.0
Cheesy fondu à l'emmental,Auchan,Milk and dairy products,Cheese,255.0,4.0,19.0,13.0,2.6,0.0,17.0,e,3,d,3.0
