product_name,brands,pnns_groups_1,pnns_groups_2,energy-kcal_100g,sugars_100g,fat_100g,saturated-fat_100g,salt_100g,fiber_100g,proteins_100g,nutriscore_grade,nova_group,environmental_score_grade,unique_scans_n
Doritos,Doritos,Salty snacks,Appetizers,488.0,1.2,23.0,2.8,0.75,6.3,6.2,c,3,b,3
Doritos nacho,Doritos,Salty snacks,Appetizers,501.0,2.7,26.0,3.4,1.2,5.6,6.5,d,4,b,2
doritos sweet chilli pepper,Doritos,Salty snacks,Appetizers,499.0,5.2,25.0,3.1,1.1,5.7,6.0,d,4,b,2
Doritos goût barbecue style,Doritos,Salty snacks,Appetizers,496.0,3.7,25.0,3.1,1.76,5.7,6.0,d,4,b,4
Doritos goût sour cream,Doritos,Salty snacks,Appetizers,506.0,3.8,26.0,2.5,1.7,3.1,7.2,d,4,b,2
Chips Tortilla goût paprika,Doritos,Salty snacks,Appetizers,494.0,4.4,25.0,3.1,0.78,6.0,6.2,c,4,b,1
Doritos Nacho cheese,"Doritos, Pepsico",Salty snacks,Appetizers,501.0,2.7,26.0,3.4,1.2,5.6,6.5,d,4,b,1
Doritos Sweet Chili Pepper,"Doritos, Pepsico",Salty snacks,Appetizers,499.0,5.2,25.0,3.1,1.1,5.7,6.0,d,4,b,1
Biscuits apéritif chips barbecue Doritos,"Doritos, PepsiCo",Salty snacks,Appetizers,496.0,3.7,25.0,3.1,1.76,5.7,6.0,d,4,b,1
Lay's Deep ridged saveur salt & vinegar,"Lay's, Lays",Salty snacks,Appetizers,538.0,1.8,32.0,2.7,2.0,4.6,6.5,d,4,b,3
Lay's Saveur cheese & onion,"Lay's, Lays",Salty snacks,Appetizers,533.0,2.3,32.0,3.9,1.2,4.2,6.2,d,4,a-plus,1
Lay's 3D's Bugles goût cacahuète format familial,"3D's Bugles, Bénénuts, Lays",Salty snacks,Appetizers,570.0,4.0,38.0,4.0,1.8,3.0,8.5,e,4,b,5
Lay's Chips à l'ancienne nature lot de 2 x 100 g,"Lay's, Lays",Salty snacks,Appetizers,585.0,0.4,39.0,3.1,1.3,4.5,6.0,d,3,b,3
Lay's nature lot de 2 x 100 g,"Lay's, Lays",Salty snacks,Appetizers,541.0,0.3,34.0,2.7,1.3,4.4,6.1,d,3,b,2
Lay's saveur barbecue lot de 2 x 100 g,"Lay's, Lays, Pepsico",Salty snacks,Appetizers,532.0,2.8,32.0,2.6,1.3,4.4,6.4,d,4,b,1
Twinuts Mix - Cacahuètes enrobées de biscuit aromatisé,Bénenuts,Salty snacks,Appetizers,572.0,6.4,39.0,5.3,1.4,2.8,14.0,e,4,b,1
Bénénuts Twinuts original format familial,"Bénénuts, Twinuts",Salty snacks,Nuts,543.0,6.0,34.0,4.9,2.0,3.0,14.0,d,4,d,10
Bénénuts Twinuts saveur bacon grillé format familial,BENENUTS Twinuts,Salty snacks,Appetizers,543.0,6.0,34.0,5.0,2.1,3.0,14.0,e,4,a-plus,8
Cocktail grillé a sec,Bénenuts,unknown,unknown,522.0,13.0,35.0,4.4,1.6,7.2,19.0,unknown,4,unknown,4
Deep Ridged saveur Nature (+10% gratuit),Lay's,Salty snacks,Appetizers,529.0,0.4,32.0,2.6,1.3,4.6,6.3,d,3,b,1
Lay's Chips à l'ancienne nature maxi format,"Lay's, Lays",Salty snacks,Appetizers,585.0,0.4,39.0,3.1,1.3,4.5,6.0,d,3,b,1
Lay's saveur barbecue maxi format,"Lay's, Lays",Salty snacks,Appetizers,532.0,2.8,32.0,2.6,1.3,4.4,6.4,d,4,b,1
Lay's nature maxi format,"Lay's®, Lays",Salty snacks,Appetizers,541.0,0.3,34.0,2.7,1.3,4.4,6.1,d,3,b,2
Lay's Chips paysannes nature maxi format,"Lay's, Lays",Salty snacks,Appetizers,587.0,0.5,38.0,3.1,1.5,4.1,6.2,d,3,b,2
Lay's saveur poulet rôti maxi format,Lay's,Salty snacks,Appetizers,533.0,2.2,32.0,2.7,1.5,4.2,6.4,d,4,b,2
Les Incraquables,Bénénuts,Salty snacks,Appetizers,495.0,3.5,24.0,2.7,2.1,2.1,6.8,e,4,b,1
Les Incraquables Goût Salé,"Bénénuts, Pepsico",Salty snacks,Appetizers,523.0,6.5,30.0,2.3,2.6,1.9,3.6,e,4,b,9
Golden Crisp Fraises & Framboises,"Golden Crisp, Pepsico, Quaker",Cereals and potatoes,Breakfast cereals,414.0,13.0,7.8,1.2,0.04,6.9,8.2,b,4,e,1
Golden Crisp - Pépites Croquantes - Miel et amandes,Quaker,Cereals and potatoes,Breakfast cereals,431.0,11.0,11.0,1.4,0.04,7.0,9.2,b,4,e,1
Lay's Méditerranéenne 100% huile d'olive nature,"Lay's, Lays, Pepsico",Salty snacks,Appetizers,501.0,0.5,31.1,4.7,2.0,5.1,7.1,d,3,a-plus,1
Lay's Recette méditerranéenne nature format familial,"Lay's, Lays",Salty snacks,Appetizers,501.0,0.5,28.0,3.2,1.7,5.1,7.1,d,3,a-plus,2
Cruesli - Goût Cookies & Cream,"Cruesli, Quaker",Cereals and potatoes,Breakfast cereals,453.0,17.0,19.0,3.7,0.54,8.9,7.6,c,4,e,1
Quaker Cruesli Chocolat noisette,"Cruesli,PepsiCo,QUAKER,Quarker",Cereals and potatoes,Breakfast cereals,446.0,16.0,16.0,2.5,0.0,10.0,7.4,c,4,c,84
Muesli Croustillant Noix de pécan & noix du Brésil,"Muesli Croustillant, Quaker",Cereals and potatoes,Breakfast cereals,420.0,13.0,11.0,1.8,0.24,13.0,11.0,b,4,b,189
Quaker Muesli Croustillant Myrtilles & baies de goji,"Muesli Croustillant, Quaker",Cereals and potatoes,Breakfast cereals,402.0,14.0,7.9,1.2,0.26,14.0,11.0,b,4,b,60
Chips Barbecue,Lay's,Salty snacks,Appetizers,501.0,2.8,28.0,3.1,1.1,4.4,6.2,d,4,b,18
Doritos goût nacho cheese party size,Doritos,Salty snacks,Appetizers,508.0,2.4,27.0,2.4,1.1,3.0,7.1,d,4,b,11
Doritos goût nature,Doritos,Salty snacks,Appetizers,497.0,1.0,24.0,1.9,0.7,3.3,6.9,c,3,b,2
Doritos sweet chilli pepper party size,Doritos,Salty snacks,Appetizers,504.0,3.0,26.0,2.1,2.0,3.0,7.1,d,4,b,2
Doritos goût barbecue style party size,Doritos,Salty snacks,Appetizers,501.0,3.4,26.0,2.1,1.8,3.1,6.6,d,4,b,10
Doritos Sweet chilli pepper maxi format,Doritos,Salty snacks,Appetizers,499.0,5.2,25.0,3.1,1.1,5.7,6.0,d,4,a-plus,24
Lay's saveur sel & vinaigre lot de 2 x 130 g,"Lay's, Lays",Salty snacks,Appetizers,533.0,0.9,32.0,2.6,1.8,4.2,5.8,d,4,b,2
Chips saveur cheeseburger,"Lay's, Lays",Salty snacks,Appetizers,530.0,2.3,32.0,3.9,1.3,4.2,6.1,d,4,b,7
Lay's Recette paysanne nature,"Lay's, Lays",Salty snacks,Appetizers,514.0,0.5,30.0,3.6,1.3,3.9,6.2,d,3,b,9
L'apero,Bénenuts,unknown,unknown,508.0,4.3,25.0,3.2,2.0,3.7,12.0,unknown,4,unknown,2
L'Apéro,Benenuts,Salty snacks,Appetizers,508.0,4.3,25.0,3.2,2.0,3.7,12.0,d,4,b,2
"3D's Bugles goûts salé, emmental, cacahuète",Bénenuts,Salty snacks,Appetizers,528.0,3.1,29.0,3.5,2.2,2.5,8.3,e,4,b,1
Chips saveur cream & onion,"Lay's, Lays",Salty snacks,Appetizers,518.0,2.3,31.0,3.7,1.27,4.2,6.4,d,4,a-plus,9
Bénénuts Cacahuètes grillées à sec format XL,Benenuts,unknown,unknown,615.0,4.9,51.0,8.7,1.4,8.0,27.0,unknown,4,unknown,3
Bénénuts Cacahuètes grillées & salées format XL,Bénénuts,Salty snacks,Nuts,631.0,4.8,54.0,8.9,1.0,7.7,27.0,c,3,d,2
Cruesli goût Vanille,"PepsiCo, Quaker",Cereals and potatoes,Breakfast cereals,462.0,21.0,17.0,1.8,0.7,4.9,6.9,d,4,e,1
Chips sel & vinaigre,"Lay's, Lays",Salty snacks,Appetizers,533.0,0.9,32.0,2.6,1.775,4.2,5.8,d,4,b,2
Bénénuts Plaisir brut Noix de cajou,"BENENUTS, Plaisir brut",Salty snacks,Nuts,616.0,8.1,51.0,9.6,0.02,5.9,20.0,b,3,e,2
Amandes,"Bénenuts, Plaisir brut",Salty snacks,Nuts,633.0,3.4,58.0,6.5,0.01,9.8,24.0,a,3,e,1
"Bénénuts Plaisir brut 3 noix & raisins cajous, amandes, noix du Brésil","Bénénuts, Plaisir brut",unknown,unknown,511.0,3.2,34.0,7.3,0.02,6.3,14.0,c,3,unknown,5
"Bénénuts Plaisir brut Amandes & cranberries cajous, raisins, graines de courge","Bénénuts, Plaisir brut",Fruits and vegetables,Dried fruits,511.0,21.0,33.0,4.9,0.02,5.9,16.0,d,3,unknown,2
"Golden Crisp Noisettes, amandes et graines de courge","Golden Crisp, Quaker",Cereals and potatoes,Breakfast cereals,429.0,12.0,11.0,1.5,0.0,6.9,9.2,b,4,e,1
Cruesli chocolat et banane - Céréales complètes,"Cruesli, PepsiCo, Quaker",Cereals and potatoes,Breakfast cereals,437.0,15.0,15.0,7.0,0.0,11.0,7.5,c,4,d,1
cruesly mélange de noix,Quaker,Cereals and potatoes,Breakfast cereals,462.0,12.0,19.0,2.0,0.0,10.0,8.5,b,4,b,458
Saveur Cheese & Onion,"Lay's, Lays",Salty snacks,Appetizers,531.0,2.3,32.0,2.6,1.175,4.2,6.2,d,4,a-plus,2
Saveur Sel & Vinaigre,Lay’s,Salty snacks,Appetizers,533.0,0.9,32.0,2.6,1.8,4.2,5.8,d,4,b,1
Apero cracks fins & fondants herbes provences,Bénénuts,unknown,unknown,499.0,8.4,23.0,1.7,2.0,2.4,7.4,unknown,4,unknown,1
Benenuts apero cracks fins & fondants pesto,Bénénuts,unknown,unknown,497.0,7.0,24.0,2.0,2.2,2.2,7.2,unknown,4,unknown,1
Bénénuts Noix de cajou grillées à sec,Benenuts,Salty snacks,Nuts,586.0,7.7,43.0,7.6,0.92,3.4,18.0,c,4,e,2
Bénénuts Noix de cajou grillées à sec,Bénénuts,Salty snacks,Nuts,586.0,7.7,43.0,7.6,0.92,3.4,18.0,c,4,e,17
Noix de cajou grillées à sec Bénénuts,Benenuts,Salty snacks,Nuts,586.0,7.7,43.0,7.6,0.92,3.4,18.0,c,4,e,5
Bénénuts Twinuts goût salé lot de 2 x 140 g,"BENENUTS, Twinuts",unknown,unknown,545.0,7.2,34.0,5.2,2.1,2.3,13.0,unknown,4,unknown,5
Bénenuts Twinuts goût bacon lot de 2 x 140 g,"Bénenuts, Twinuts",Salty snacks,Appetizers,548.0,7.3,35.0,5.1,2.8,3.0,14.0,e,4,b,1
Bénénuts Plaisir Brut Tuiles aux céréales complètes goût paprika,"Benenuts, Sunbreaks",Salty snacks,Appetizers,478.0,10.0,21.0,2.2,0.6,7.7,7.3,c,4,b,4
Tuiles ondulées aux céréales goût sel de mer,"Benenuts, Sunbreaks",Salty snacks,Appetizers,479.0,8.3,21.0,2.2,0.92,7.7,7.2,c,4,unknown,13
Chips gourmet Saveur Jambon de pays,Lay's,Salty snacks,Appetizers,502.0,1.7,31.0,2.6,1.3,4.4,8.0,d,4,b,1
Gourmet Nature,Lay's,Salty snacks,Appetizers,506.0,0.5,32.0,2.6,1.5,4.5,7.7,d,3,b,1
Lay's Gourmet saveur jambon de Pays,Lay's,Salty snacks,Appetizers,502.0,1.7,31.0,2.6,1.3,4.4,8.0,d,4,b,1
Nachos fromage/piment fort,"Doritos, Pepsico",Salty snacks,Appetizers,501.0,2.6,27.0,2.4,1.3,4.9,6.8,d,4,b,4
Doritos Sour cream,Doritos,Fat and sauces,Dressings and sauces,244.0,3.2,22.9,3.8,1.0,0.8,2.6,c,4,unknown,2
Chips MixUps goût salé,"Bénénuts, LAYS, MixUps",Salty snacks,Appetizers,508.0,2.3,26.0,2.4,2.4,2.3,4.9,e,4,b,4
Lay's MixUps goût fromage,"BENENUTS, LAYS, MixUps",Salty snacks,Appetizers,506.0,2.3,25.0,2.6,2.3,2.8,5.2,e,4,b,1
Golden Crisp Pepites Croquantes,Quaker,Cereals and potatoes,Breakfast cereals,430.0,14.0,12.0,4.3,0.0,7.5,8.1,c,4,e,1
Saveur Poivrons grillés,Lay's,Salty snacks,Appetizers,535.0,2.4,32.0,2.6,1.2,3.7,6.1,d,4,a-plus,1
Lay's Recette méditerranéenne aux herbes de Provence,"Lay's, Lays",Salty snacks,Appetizers,488.0,0.4,26.0,2.9,1.7,5.8,7.3,d,3,b,1
Cruesli chocolat,"Cruesli, PepsiCo, Quaker",Cereals and potatoes,Breakfast cereals,456.0,17.0,20.0,5.6,0.5,9.8,7.8,d,4,e,3
Chips nature,"Lay's, Lays",Salty snacks,Appetizers,551.0,0.5,34.0,4.2,1.1,4.2,6.3,d,3,b,1
Lay's Recette paysanne nature maxi format,"Lay's, Lays",Salty snacks,Appetizers,514.0,0.5,30.0,3.6,1.3,3.9,6.2,d,3,b,1
Lay's Recette à l'ancienne nature maxi format,"Lay's, Lays",Salty snacks,Appetizers,540.0,0.5,35.0,4.3,1.1,3.9,6.2,d,3,a-plus,4
Chips saveur barbecue maxi format,"Lay's, Lays",Salty snacks,Appetizers,501.0,2.8,28.0,3.1,1.1,4.4,6.2,d,4,b,4
Chips saveur poulet rôti maxi format,"Lay's, Lays",Salty snacks,Appetizers,532.0,1.3,32.0,2.6,1.4,4.4,6.3,d,4,b,1
Lay's Nature,Lay's Lays,Salty snacks,Appetizers,551.0,0.5,34.0,4.2,1.1,4.2,6.3,d,3,b,8
Lay's Cuites au four saveur épicée tomates & herbes,"Lay's, Lays",Salty snacks,Appetizers,433.0,7.7,13.0,1.2,1.2,6.4,6.7,c,4,b,3
Lay's Cuites au four saveur cheddar & poivrons,"Lays, Lay’s",Salty snacks,Appetizers,434.0,8.4,13.0,1.3,1.1,6.4,6.9,c,4,b,2
Lay's saveur spicy format familial,"Lay's, Lays",Salty snacks,Appetizers,504.0,3.6,28.0,3.6,0.78,4.3,6.3,d,4,b,1
Bénénuts Plaisir brut Noix de cajou,"BENENUTS, Plaisir brut",Salty snacks,Nuts,616.0,8.1,51.0,9.6,0.02,5.9,20.0,b,3,e,9
"Bénénuts Plaisir brut Mélange de noix amandes, noix, cajous, noisettes","BENENUTS, Plaisir brut",Fruits and vegetables,Dried fruits,662.0,4.2,61.0,6.9,0.01,8.6,19.0,c,3,unknown,1
Amandes Grillées à Sec - Extra Croquantes,Bénénuts,unknown,unknown,635.0,4.7,50.0,3.8,1.1,12.0,21.0,d,4,unknown,5
Lay's Méditerranéenne 100% huile d'olive nature 6 x 25 g,"Lay's, Lays",Salty snacks,Appetizers,511.0,0.5,31.0,4.7,1.7,5.1,6.1,d,3,b,1
Quaker Cruesli Chocolat au lait format spécial,"Cruesli, QUAKER, quaker cruseli",Cereals and potatoes,Breakfast cereals,457.0,20.0,19.0,4.8,0.51,8.7,7.7,d,4,e,1
Quaker Cruesli Chocolat au lait maxi format,"Cruesli, PepsiCo, QUAKER",Cereals and potatoes,Breakfast cereals,457.0,20.0,19.0,4.8,0.51,8.7,7.7,d,4,b,44
Quaker Cruesli Chocolat noir format spécial,"Cruesli, QUAKER",Cereals and potatoes,Breakfast cereals,455.0,16.0,19.0,4.9,0.48,10.0,8.1,c,4,c,2
Cruesli chocolat noir,Quaker,Cereals and potatoes,Breakfast cereals,456.0,16.2,19.3,4.89,0.489,10.0,8.0,c,4,e,1
Quaker Cruesli Mélange de noix format spécial,"Cruesli, QUAKER",Cereals and potatoes,Breakfast cereals,462.0,12.0,19.0,2.0,0.0,10.0,8.5,b,4,b,1
Quaker Cruesli Chocolat au lait,Quaker,Cereals and potatoes,Breakfast cereals,457.0,20.0,19.0,4.8,0.51,8.7,7.7,d,4,e,136
Cruesli Chocolat noir,QUAKER,Cereals and potatoes,Breakfast cereals,455.0,16.0,19.0,4.9,0.48,10.0,8.1,c,4,e,209
Lay's Méditerranéenne infusion 100% huile d'olive tomate & basilic,"Lay's, Lays",Salty snacks,Appetizers,514.0,1.3,32.0,4.8,1.6,4.9,6.0,d,4,b,1
Lay's Méditerranéenne infusion 100% huile d'olive origan et piment,"Lay's, Lays",Salty snacks,Appetizers,513.0,0.8,31.0,4.7,1.6,4.9,5.9,d,4,b,1
Cruesli - Noix de pécan & pomme,"Cruesli, PepsiCo, Quaker",Cereals and potatoes,Breakfast cereals,440.0,16.0,16.0,1.6,0.0,7.3,7.5,c,4,e,3
Quaker Cruesli Crispy chocolat,"Cruesli, QUAKER",Cereals and potatoes,Breakfast cereals,453.0,17.0,19.0,4.3,0.51,9.0,7.6,c,4,e,1
Golden Muesli Croustillant,Quaker,Cereals and potatoes,Breakfast cereals,410.0,13.0,9.0,1.1,0.2,11.0,11.0,a,4,b,1
Muesli avec pommes et amandes,GOLDEN,Cereals and potatoes,Breakfast cereals,371.0,8.8,5.5,0.7,0.1,10.0,9.6,a,4,b,7
"Quaker Muesli Amandes, noisettes & raisins","Muesli, QUAKER",Cereals and potatoes,Breakfast cereals,387.0,6.3,8.7,1.3,0.06,9.0,11.0,a,4,b,2
Lay's saveur fromage maxi format,"Lay's, Lays",Salty snacks,Appetizers,531.0,3.0,32.0,2.8,1.9,4.1,6.2,d,4,a-plus,1
Bénénuts Petits Fondants emmental 3 x 85 g + 1 offert,"BENENUTS, Petits Fondants",Salty snacks,Appetizers,513.0,6.2,26.0,4.3,1.9,2.4,11.0,e,4,b,1
Cacahuètes sans huile ajoutée,Bénenuts,unknown,unknown,588.0,6.7,47.0,6.1,1.0,7.2,28.0,unknown,4,unknown,1
Bénénuts Twinuts goût salé,"BENENUTS, Twinuts",unknown,unknown,545.0,7.2,34.0,5.2,2.1,2.3,13.0,unknown,4,unknown,3
Lay's Chips à l'ancienne nature 6 x,"Lay's, Lays",Salty snacks,Appetizers,585.0,0.4,39.0,3.1,1.3,4.5,6.0,d,3,b,1
Lay's saveur barbecue 6 x,"Lay's, Lays",Salty snacks,Appetizers,532.0,2.8,32.0,2.6,1.3,4.4,6.4,d,4,b,1
"Lay's saveur poulet rôti, barbecue 4 x 27,5 g et emmental 2 x 25 g","Lays, lay's",Salty snacks,Appetizers,507.0,3.1,29.0,3.2,1.3,4.1,6.3,d,4,b,4
Chips Saveur Barbecue,"Lay's, Lays",Salty snacks,Appetizers,501.0,2.8,28.0,3.1,1.1,4.4,6.2,d,4,b,3
Saveur Fromage,Lay's,Salty snacks,Appetizers,507.0,3.1,29.0,3.2,1.3,4.1,6.3,d,4,b,4
Plaisir Brut non salé,"BENENUTS, Plaisir brut",unknown,unknown,505.0,18.0,32.0,4.8,0.01,5.9,15.0,d,3,unknown,2
Doritos Nacho cheese flavour,Doritos,Salty snacks,Appetizers,499.0,2.7,26.0,2.5,1.2,5.9,6.4,c,4,b,1
Lay's Stax barbecue flavour,"Lays, lay's",Salty snacks,Appetizers,496.0,6.1,26.0,2.3,1.3,3.9,4.0,d,4,b,12
Bénénuts Plaisir Brut Tuiles aux céréales complètes goût sel de mer,"Benenuts, Sunbreaks",Salty snacks,Appetizers,479.0,8.3,21.0,2.2,0.92,7.7,7.2,c,4,unknown,3
Bénénuts Twinuts Fusion goût thai chili,"BENENUTS, Twinuts",Salty snacks,Appetizers,574.0,6.8,40.0,5.2,2.0,2.9,14.0,e,4,unknown,5
Bénénuts Twinuts Fusion goût poivre du Sichuan,"BENENUTS, Twinuts",Salty snacks,Appetizers,477.0,9.4,21.0,2.4,1.9,3.5,12.0,d,4,b,1
Max nature,Lay's,Salty snacks,Appetizers,523.0,0.4,31.0,3.6,1.1,4.0,6.4,d,3,b,9
Chips Max saveur sauce BBQ,Lay's Lays,Salty snacks,Appetizers,515.0,3.7,31.0,3.6,1.2,4.7,6.8,d,4,b,8
Lay's Max saveur poulet aux herbes,"Lay's, Lays",Salty snacks,Appetizers,517.0,1.5,31.0,3.6,1.2,4.8,7.0,d,4,b,3
Lay's Max saveur sauce burger à l'américaine,"Lay's, Lays",Salty snacks,Appetizers,519.0,2.0,32.0,3.7,1.1,4.8,7.0,d,4,a-plus,2
Tropicana Oranges pressées sans pulpe,Tropicana,Beverages,Fruit juices,41.0,8.4,0.0,0.0,0.0,0.6,0.8,c,1,a-plus,39
Tropicana Clémentines pressées,Tropicana,Beverages,Fruit juices,50.0,10.0,0.0,0.0,0.0,1.1,0.6,c,1,e,3
Tropicana Pomme Framboise,Tropicana,Beverages,Fruit juices,45.0,10.0,0.0,0.0,0.0,0.9,0.2,c,1,e,11
Tropicana Pomme kiwi concombre,Tropicana,Beverages,Fruit juices,43.0,9.0,0.0,0.0,0.0,1.0,0.2,c,1,e,11
Tropicana Réveil ensoleillé,Tropicana,Beverages,Fruit juices,49.0,11.0,0.0,0.0,0.0,0.8,0.5,c,1,e,4
Tropicana Multifruits,Tropicana,Beverages,Fruit juices,48.0,10.7,0.0,0.0,0.0,0.0,0.0,e,1,e,38
Tropicana Pulpissimo extra pulpe,Tropicana,Beverages,Fruit juices,41.0,8.4,0.0,0.0,0.0,0.7,0.8,c,1,c,1
Tropicana Oranges pressées avec pulpe,Tropicana,Beverages,Fruit juices,41.0,8.4,0.0,0.0,0.0,0.8,0.8,c,1,c,27
Tropicana Pomme pressée,Tropicana,Beverages,Fruit juices,47.0,11.0,0.0,0.0,0.0,0.6,0.1,d,1,c,18
Tropicana Douceur du Matin,Tropicana,Beverages,Fruit juices,49.0,11.0,0.0,0.0,0.0,1.3,0.6,c,1,d,7
Tropicana Ananas pressés,Tropicana,Beverages,Fruit juices,42.0,9.5,0.0,0.0,0.0,0.3,0.5,c,1,f,1
Tropicana Ananas citron vert,Tropicana,Beverages,Fruit juices,47.0,11.0,0.0,0.0,0.0,0.1,0.5,c,1,e,17
Tropicana Pamplemousse rose,Tropicana,Beverages,Fruit juices,41.0,8.0,0.0,0.0,0.0,0.7,0.6,c,1,e,1
Tropicana Réveil des Tropiques,Tropicana,Beverages,Fruit juices,44.0,9.4,0.0,0.0,0.0,0.6,0.4,c,1,e,38
Tropicana Délice d'agrumes,Tropicana,Beverages,Fruit juices,42.0,8.5,0.0,0.0,0.0,0.7,0.8,c,1,e,2
Tropicana Sanguinello,Tropicana,Beverages,Fruit juices,46.0,10.0,0.0,0.0,0.0,0.8,0.6,c,1,c,21
Tropicana Pastèque carambole,Tropicana,unknown,unknown,41.0,9.4,0.0,0.0,0.0,0.5,0.1,a,1,unknown,1
Tropicana Mandarine Mangue Yuzu,Tropicana,Beverages,Fruit juices,51.0,11.0,0.0,0.0,0.0,1.2,0.5,d,1,e,10
Off the Eaten Path Crunchy pea & pinto bean snacks caramelised onion & balsamic vinegar,Off the eaten path,Salty snacks,Appetizers,443.0,5.0,17.0,1.8,2.0,7.9,9.6,d,4,b,1
Off the Eaten Path Crunchy pea & pinto bean snacks sea salt,Off the eaten path,unknown,unknown,451.0,2.2,18.0,1.8,2.0,8.1,9.8,c,3,unknown,1
Off the Eaten Path Crispy rice & pea snacks sea salt,Off the eaten path,Salty snacks,Appetizers,455.0,2.0,16.0,1.9,1.2,9.6,11.0,c,3,b,1
crispy rice & pea snacks,Off the eaten path,Salty snacks,Appetizers,423.0,2.0,11.0,1.6,1.0,9.9,11.0,b,4,b,4
Tropicana pomme abricot poire,Tropicana,Beverages,Fruit juices,47.0,9.5,0.0,0.0,0.0,0.8,0.1,c,1,e,2
"Tropicana Pure premium réveil fruité 1,1 L",Tropicana,Beverages,Fruit juices,49.0,11.0,0.0,0.0,0.0,0.8,0.5,c,1,d,27
Cruesli miel et noisettes,"Cruesli, QUAKER",Cereals and potatoes,Breakfast cereals,460.0,15.0,18.0,1.8,0.06,9.4,7.5,b,4,e,68
Naked Blue Machine Apple & Blueberry Smoothie,Naked,Beverages,Unsweetened beverages,49.0,10.0,0.5,0.5,0.01,0.5,0.5,c,4,d,4
"Naked Mango Machine Apple, Mango & Orange Smoothie",Naked,Beverages,Fruit juices,47.0,9.6,0.5,0.5,0.01,0.5,0.5,c,4,e,11
"Naked Green Machine Apple, Kiwi & Pineapple Smoothie",Naked,Beverages,Fruit juices,52.0,11.0,0.5,0.5,0.01,1.3,0.5,d,4,d,4
Tropicana Orange Mangue,Tropicana,Beverages,Fruit juices,47.0,10.0,0.0,0.0,0.0,0.8,0.8,c,1,e,25
"Tropicana 100% oranges pressées avec pulpe lot de 4 x 1,5 L",Tropicana,Beverages,Fruit juices,42.0,8.6,0.0,0.0,0.0,0.8,0.8,c,1,c,1
Super goodness,"QUAKER, Super Goodness",Cereals and potatoes,Breakfast cereals,398.0,11.0,7.0,1.0,0.1,7.4,8.8,b,4,b,3
Quaker Super Goodness Muesli Croustillant Graines de courge & tournesol,"QUAKER, Super Goodness",Cereals and potatoes,Breakfast cereals,411.0,11.0,10.0,1.4,0.1,7.6,10.0,a,4,b,1
Doritos goût sizzling salsa,Doritos,Salty snacks,Appetizers,492.0,3.5,26.0,1.7,1.7,6.8,6.2,d,4,b,2
Lay's MixUps goût jambon & fromage,"BENENUTS, Doritos, LAYS, Lay's, MixUps",Salty snacks,Appetizers,505.0,4.3,27.0,3.5,1.6,2.9,6.0,d,4,unknown,1
"Tropicana Pure premium orange raisin banane format familial 1,5 L",Tropicana,Beverages,Fruit juices,44.0,9.6,0.0,0.0,0.0,1.3,0.5,c,1,e,6
"Tropicana Pure premium pomme abricot poire format familial 1,5 L",Tropicana,Beverages,Fruit juices,45.0,9.5,0.0,0.0,0.0,0.8,0.1,c,1,e,14
Doritos goût flame grilled steak,Doritos,Salty snacks,Appetizers,500.0,1.0,25.0,2.3,1.6,5.7,6.5,d,4,b,14
Alvalle Gazpacho melon concombre,Alvalle,Fruits and vegetables,Soups,40.0,4.0,1.2,0.2,0.5,0.8,0.9,a,3,a,1
Alvalle Gazpacho original,Alvalle,Fruits and vegetables,Soups,46.0,3.1,2.6,0.4,0.66,1.2,0.9,a,3,a,1
Tropicana Bio mandarine orange raisin 75 cl,"Bio, TROPICANA",Beverages,Fruit juices,47.0,10.0,0.0,0.0,0.0,0.5,0.4,c,1,d,16
Tropicana Bio Pomme Abricot,"Bio, TROPICANA",Beverages,Fruit juices,50.0,10.0,0.0,0.0,0.0,1.3,0.2,c,1,d,1
Green ice tea matcha,Lipton,Beverages,Artificially sweetened beverages,15.0,3.5,0.0,0.0,0.03,0.0,0.0,d,4,c,6
Pepsi Zéro Sleek 33 cl,"Diet pepsi, Pepsi zero, Pepsico",Beverages,Artificially sweetened beverages,0.4,0.0,0.0,0.0,0.01,0.0,0.0,c,4,not-applicable,65
Liptonic,"LIPTON, Liptonic",Beverages,Artificially sweetened beverages,35.0,7.9,0.0,0.0,0.06,0.0,0.0,d,4,c,12
"Croustillants aux légumes saveur patate douce, paprika et oignon","BENENUTS, Plaisir Brut",Salty snacks,Appetizers,437.0,17.0,15.0,1.5,1.42,3.9,7.0,d,4,b,17
"Bénénuts Plaisir Brut Croustillants aux légumes saveur betterave, confit de piment doux","BENENUTS, Plaisir Brut",unknown,unknown,434.0,20.0,14.0,1.5,1.43,3.4,7.2,d,4,unknown,2
Lay's Cuites au four saveur fines herbes,"Lay's, Lays",Salty snacks,Appetizers,440.0,7.1,13.0,1.5,0.83,6.2,6.4,c,4,b,3
Lay's Recette façon chaudron nature bio,"Lay's, Lays",Salty snacks,Appetizers,500.0,0.5,28.0,2.6,1.0,5.7,4.6,c,3,a-plus,1
Lay's Recette façon chaudron saveur tomates à la provençale bio,"Lay's, Lays",Salty snacks,Appetizers,460.0,1.8,25.0,2.4,1.2,5.3,5.1,c,4,a-plus,5
Tropicana Oranges pressées avec pulpe,Tropicana,Beverages,Fruit juices,41.0,8.4,0.0,0.0,0.0,0.8,0.8,c,1,c,6
